timestamp(ms),C1 (pF),C2 (pF),C1-C2 (pF),Distance d ,ration des c ,ration des  eps,écart ,Distance d2 ,
"1781523046.579","1.059","0.153","0.906",,,,,,
"1781523046.584",,,,"6.69112491607666",,,,,
"1781523046.59",,,,,"6.921569","4.894511",,,
"1781523046.592",,,,,,,"-0.691125","6.612452",
"1781523046.625","1.057","0.152","0.905",,,,,,
"1781523046.631",,,,"6.645143032073975",,,,,
"1781523046.637",,,,,"6.953948","4.894511",,,
"1781523046.639",,,,,,,"-0.645143","6.576492",
"1781523046.672","1.059","0.153","0.906",,,,,,
"1781523046.678",,,,"6.69112491607666",,,,,
"1781523046.683",,,,,"6.921569","4.894511",,,
"1781523046.686",,,,,,,"-0.691125","6.612452",
"1781523046.719","1.058","0.154","0.904",,,,,,
"1781523046.725",,,,"6.767059326171875",,,,,
"1781523046.732",,,,,"6.87013","4.894511","-0.767059",,
"1781523046.734",,,,,,,,"6.670396",
"1781523046.766","1.058","0.151","0.907",,,,,,
"1781523046.772",,,,"6.573112487792969",,,,,
"1781523046.777",,,,,"7.006623","4.894511","-0.573112",,
"1781523046.78",,,,,,,,"6.51882",
"1781523046.813","1.059","0.152","0.907",,,,,,
"1781523046.819",,,,"6.626835823059082",,,,,
"1781523046.824",,,,,"6.967105",,,,
"1781523046.825",,,,,,"4.894511","-0.626836",,
"1781523046.827",,,,,,,,"6.561991",
"1781523046.86","1.058","0.152","0.906",,,,,,
"1781523046.866",,,,"6.6359639167785645",,,,,
"1781523046.871",,,,,"6.960526",,,,
"1781523046.872",,,,,,"4.894511","-0.635964",,
"1781523046.874",,,,,,,,"6.569233",
"1781523046.907","1.059","0.152","0.907",,,,,,
"1781523046.913",,,,"6.626835823059082",,,,,
"1781523046.918",,,,,"6.967105","4.894511",,,
"1781523046.919",,,,,,,"-0.626836",,
"1781523046.921",,,,,,,,"6.561991",
"1781523046.954","1.058","0.153","0.905",,,,,,
"1781523046.96",,,,"6.7005743980407715",,,,,
"1781523046.965",,,,,"6.915032","4.894511",,,
"1781523046.968",,,,,,,"-0.700574","6.619759",
"1781523047.001","1.059","0.152","0.907",,,,,,
"1781523047.007",,,,"6.626835823059082",,,,,
"1781523047.012",,,,,"6.967105","4.894511",,,
"1781523047.014",,,,,,,"-0.626836",,
"1781523047.015",,,,,,,,"6.561991",
"1781523047.049","1.059","0.153","0.906",,,,,,
"1781523047.054",,,,"6.69112491607666",,,,,
"1781523047.06",,,,,"6.921569","4.894511","-0.691125",,
"1781523047.062",,,,,,,,"6.612452",
"1781523047.096","1.059","0.153","0.906",,,,,,
"1781523047.102",,,,"6.69112491607666",,,,,
"1781523047.107",,,,,"6.921569","4.894511","-0.691125",,
"1781523047.109",,,,,,,,"6.612452",
"1781523047.143","1.059","0.152","0.907",,,,,,
"1781523047.148",,,,"6.626835823059082",,,,,
"1781523047.154",,,,,"6.967105","4.894511","-0.626836",,
"1781523047.156",,,,,,,,"6.561991",
"1781523047.19","1.059","0.152","0.907",,,,,,
"1781523047.196",,,,"6.626835823059082",,,,,
"1781523047.201",,,,,"6.967105","4.894511","-0.626836",,
"1781523047.203",,,,,,,,"6.561991",
"1781523047.237","1.059","0.153","0.906",,,,,,
"1781523047.242",,,,"6.69112491607666",,,,,
"1781523047.248",,,,,"6.921569","4.894511",,,
"1781523047.25",,,,,,,"-0.691125","6.612452",
"1781523047.284","1.058","0.152","0.906",,,,,,
"1781523047.289",,,,"6.6359639167785645",,,,,
"1781523047.295",,,,,"6.960526","4.894511","-0.635964",,
"1781523047.297",,,,,,,,"6.569233",
"1781523047.331","1.06","0.152","0.908",,,,,,
"1781523047.336",,,,"6.617763042449951",,,,,
"1781523047.37",,,,,"6.973684","4.894511",,,
"1781523047.373",,,,,,,"-0.617763","6.554765",
"1781523047.377","1.058","0.152","0.906",,,,,,
"1781523047.384",,,,"6.6359639167785645",,,,,
"1781523047.389",,,,,"6.960526","4.894511",,,
"1781523047.391",,,,,,,"-0.635964","6.569233",
"1781523047.425","1.059","0.153","0.906",,,,,,
"1781523047.43",,,,"6.69112491607666",,,,,
"1781523047.436",,,,,"6.921569","4.894511",,,
"1781523047.438",,,,,,,"-0.691125","6.612452",
"1781523047.472","1.058","0.153","0.905",,,,,,
"1781523047.477",,,,"6.7005743980407715",,,,,
"1781523047.483",,,,,"6.915032","4.894511","-0.700574",,
"1781523047.485",,,,,,,,"6.619759",
"1781523047.519","1.058","0.153","0.905",,,,,,
"1781523047.524",,,,"6.7005743980407715",,,,,
"1781523047.53",,,,,"6.915032","4.894511",,,
"1781523047.532",,,,,,,"-0.700574","6.619759",
"1781523047.566","1.058","0.153","0.905",,,,,,
"1781523047.571",,,,"6.7005743980407715",,,,,
"1781523047.577",,,,,"6.915032","4.894511",,,
"1781523047.579",,,,,,,"-0.700574","6.619759",
"1781523047.613","1.059","0.153","0.906",,,,,,
"1781523047.618",,,,"6.69112491607666",,,,,
"1781523047.624",,,,,"6.921569","4.894511",,,
"1781523047.626",,,,,,,"-0.691125","6.612452",
"1781523047.66","1.059","0.152","0.907",,,,,,
"1781523047.665",,,,"6.626835823059082",,,,,
"1781523047.671",,,,,"6.967105","4.894511","-0.626836",,
"1781523047.673",,,,,,,,"6.561991",
"1781523047.707","1.057","0.153","0.904",,,,,,
"1781523047.712",,,,"6.710079193115234",,,,,
"1781523047.718",,,,,"6.908497","4.894511",,,
"1781523047.72",,,,,,,"-0.710079","6.627081",
"1781523047.754","1.059","0.151","0.908",,,,,,
"1781523047.759",,,,"6.564284324645996",,,,,
"1781523047.765",,,,,"7.013246","4.894511","-0.564284",,
"1781523047.767",,,,,,,,"6.51164",
"1781523047.801","1.057","0.153","0.904",,,,,,
"1781523047.806",,,,"6.710079193115234",,,,,
"1781523047.811",,,,,"6.908497",,,,
"1781523047.812",,,,,,"4.894511","-0.710079",,
"1781523047.814",,,,,,,,"6.627081",
"1781523047.848","1.058","0.152","0.906",,,,,,
"1781523047.853",,,,"6.6359639167785645",,,,,
"1781523047.859",,,,,"6.960526","4.894511",,,
"1781523047.861",,,,,,,"-0.635964","6.569233",
"1781523047.895","1.057","0.152","0.905",,,,,,
"1781523047.9",,,,"6.645143032073975",,,,,
"1781523047.906",,,,,"6.953948","4.894511",,,
"1781523047.908",,,,,,,"-0.645143","6.576492",
"1781523047.942","1.059","0.152","0.907",,,,,,
"1781523047.947",,,,"6.626835823059082",,,,,
"1781523047.952",,,,,"6.967105","4.894511","-0.626836",,
"1781523047.955",,,,,,,,"6.561991",
"1781523047.989","1.058","0.153","0.905",,,,,,
"1781523047.994",,,,"6.7005743980407715",,,,,
"1781523048",,,,,"6.915032","4.894511",,,
"1781523048.002",,,,,,,"-0.700574","6.619759",
"1781523048.036","1.058","0.153","0.905",,,,,,
"1781523048.042",,,,"6.7005743980407715",,,,,
"1781523048.047",,,,,"6.915032","4.894511","-0.700574",,
"1781523048.049",,,,,,,,"6.619759",
"1781523048.083","1.058","0.152","0.906",,,,,,
"1781523048.088",,,,"6.6359639167785645",,,,,
"1781523048.094",,,,,"6.960526","4.894511","-0.635964",,
"1781523048.096",,,,,,,,"6.569233",
"1781523048.13","1.058","0.151","0.907",,,,,,
"1781523048.135",,,,"6.573112487792969",,,,,
"1781523048.141",,,,,"7.006623","4.894511","-0.573112",,
"1781523048.143",,,,,,,,"6.51882",
"1781523048.177","1.058","0.152","0.906",,,,,,
"1781523048.182",,,,"6.6359639167785645",,,,,
"1781523048.188",,,,,"6.960526","4.894511","-0.635964",,
"1781523048.19",,,,,,,,"6.569233",
"1781523048.224","1.058","0.154","0.904",,,,,,
"1781523048.229",,,,"6.767059326171875",,,,,
"1781523048.235",,,,,"6.87013","4.894511",,,
"1781523048.237",,,,,,,"-0.767059","6.670396",
"1781523048.271","1.058","0.152","0.906",,,,,,
"1781523048.276",,,,"6.6359639167785645",,,,,
"1781523048.282",,,,,"6.960526","4.894511","-0.635964",,
"1781523048.284",,,,,,,,"6.569233",
"1781523048.318","1.059","0.152","0.907",,,,,,
"1781523048.323",,,,"6.626835823059082",,,,,
"1781523048.329",,,,,"6.967105","4.894511",,,
"1781523048.331",,,,,,,"-0.626836","6.561991",
"1781523048.365","1.059","0.153","0.906",,,,,,
"1781523048.37",,,,"6.69112491607666",,,,,
"1781523048.375",,,,,"6.921569","4.894511","-0.691125",,
"1781523048.378",,,,,,,,"6.612452",
"1781523048.412","1.058","0.152","0.906",,,,,,
"1781523048.417",,,,"6.6359639167785645",,,,,
"1781523048.423",,,,,"6.960526","4.894511",,,
"1781523048.425",,,,,,,"-0.635964","6.569233",
"1781523048.459","1.058","0.154","0.904",,,,,,
"1781523048.464",,,,"6.767059326171875",,,,,
"1781523048.47",,,,,"6.87013","4.894511",,,
"1781523048.472",,,,,,,"-0.767059","6.670396",
"1781523048.506","1.058","0.153","0.905",,,,,,
"1781523048.511",,,,"6.7005743980407715",,,,,
"1781523048.517",,,,,"6.915032","4.894511","-0.700574",,
"1781523048.519",,,,,,,,"6.619759",
"1781523048.553","1.058","0.152","0.906",,,,,,
"1781523048.558",,,,"6.6359639167785645",,,,,
"1781523048.564",,,,,"6.960526","4.894511","-0.635964",,
"1781523048.566",,,,,,,,"6.569233",
"1781523048.6","1.057","0.152","0.905",,,,,,
"1781523048.605",,,,"6.645143032073975",,,,,
"1781523048.611",,,,,"6.953948","4.894511","-0.645143",,
"1781523048.613",,,,,,,,"6.576492",
"1781523048.647","1.058","0.153","0.905",,,,,,
"1781523048.652",,,,"6.7005743980407715",,,,,
"1781523048.658",,,,,"6.915032","4.894511","-0.700574",,
"1781523048.66",,,,,,,,"6.619759",
"1781523048.694","1.058","0.152","0.906",,,,,,
"1781523048.699",,,,"6.6359639167785645",,,,,
"1781523048.705",,,,,"6.960526","4.894511","-0.635964",,
"1781523048.707",,,,,,,,"6.569233",
"1781523048.741","1.059","0.153","0.906",,,,,,
"1781523048.746",,,,"6.69112491607666",,,,,
"1781523048.752",,,,,"6.921569","4.894511",,,
"1781523048.754",,,,,,,"-0.691125","6.612452",
"1781523048.788","1.058","0.151","0.907",,,,,,
"1781523048.793",,,,"6.573112487792969",,,,,
"1781523048.799",,,,,"7.006623","4.894511",,,
"1781523048.801",,,,,,,"-0.573112","6.51882",
"1781523048.835","1.058","0.152","0.906",,,,,,
"1781523048.84",,,,"6.6359639167785645",,,,,
"1781523048.846",,,,,"6.960526","4.894511",,,
"1781523048.848",,,,,,,"-0.635964","6.569233",
"1781523048.882","1.059","0.153","0.906",,,,,,
"1781523048.887",,,,"6.69112491607666",,,,,
"1781523048.893",,,,,"6.921569","4.894511","-0.691125",,
"1781523048.895",,,,,,,,"6.612452",
"1781523048.929","1.058","0.154","0.904",,,,,,
"1781523048.934",,,,"6.767059326171875",,,,,
"1781523048.94",,,,,"6.87013","4.894511","-0.767059",,
"1781523048.942",,,,,,,,"6.670396",
"1781523048.976","1.058","0.153","0.905",,,,,,
"1781523048.981",,,,"6.7005743980407715",,,,,
"1781523048.986",,,,,"6.915032",,,,
"1781523048.987",,,,,,"4.894511",,,
"1781523048.989",,,,,,,"-0.700574","6.619759",
"1781523049.023","1.058","0.153","0.905",,,,,,
"1781523049.028",,,,"6.7005743980407715",,,,,
"1781523049.034",,,,,"6.915032","4.894511","-0.700574",,
"1781523049.036",,,,,,,,"6.619759",
"1781523049.07","1.058","0.153","0.905",,,,,,
"1781523049.076",,,,"6.7005743980407715",,,,,
"1781523049.081",,,,,"6.915032","4.894511","-0.700574",,
"1781523049.083",,,,,,,,"6.619759",
"1781523049.117","1.058","0.153","0.905",,,,,,
"1781523049.122",,,,"6.7005743980407715",,,,,
"1781523049.128",,,,,"6.915032","4.894511","-0.700574",,
"1781523049.13",,,,,,,,"6.619759",
"1781523049.164","1.058","0.152","0.906",,,,,,
"1781523049.169",,,,"6.6359639167785645",,,,,
"1781523049.175",,,,,"6.960526","4.894511","-0.635964",,
"1781523049.177",,,,,,,,"6.569233",
"1781523049.211","1.058","0.152","0.906",,,,,,
"1781523049.216",,,,"6.6359639167785645",,,,,
"1781523049.222",,,,,"6.960526","4.894511","-0.635964",,
"1781523049.224",,,,,,,,"6.569233",
"1781523049.258","1.058","0.153","0.905",,,,,,
"1781523049.263",,,,"6.7005743980407715",,,,,
"1781523049.269",,,,,"6.915032","4.894511","-0.700574",,
"1781523049.271",,,,,,,,"6.619759",
"1781523049.305","1.058","0.153","0.905",,,,,,
"1781523049.31",,,,"6.7005743980407715",,,,,
"1781523049.316",,,,,"6.915032","4.894511",,,
"1781523049.318",,,,,,,"-0.700574","6.619759",
"1781523049.352","1.059","0.153","0.906",,,,,,
"1781523049.357",,,,"6.69112491607666",,,,,
"1781523049.363",,,,,"6.921569","4.894511","-0.691125",,
"1781523049.365",,,,,,,,"6.612452",
"1781523049.399","1.058","0.153","0.905",,,,,,
"1781523049.404",,,,"6.7005743980407715",,,,,
"1781523049.41",,,,,"6.915032","4.894511",,,
"1781523049.412",,,,,,,"-0.700574","6.619759",
"1781523049.446","1.058","0.153","0.905",,,,,,
"1781523049.451",,,,"6.7005743980407715",,,,,
"1781523049.457",,,,,"6.915032","4.894511","-0.700574",,
"1781523049.459",,,,,,,,"6.619759",
"1781523049.493","1.057","0.152","0.905",,,,,,
"1781523049.498",,,,"6.645143032073975",,,,,
"1781523049.504",,,,,"6.953948","4.894511","-0.645143",,
"1781523049.506",,,,,,,,"6.576492",
"1781523049.539","1.059",,,,,,,,
"1781523049.54",,"0.153","0.906",,,,,,
"1781523049.545",,,,"6.69112491607666",,,,,
"1781523049.551",,,,,"6.921569","4.894511","-0.691125",,
"1781523049.553",,,,,,,,"6.612452",
"1781523049.587","1.059","0.153","0.906",,,,,,
"1781523049.592",,,,"6.69112491607666",,,,,
"1781523049.598",,,,,"6.921569","4.894511",,,
"1781523049.6",,,,,,,"-0.691125","6.612452",
"1781523049.634","1.059","0.152","0.907",,,,,,
"1781523049.639",,,,"6.626835823059082",,,,,
"1781523049.645",,,,,"6.967105","4.894511","-0.626836",,
"1781523049.647",,,,,,,,"6.561991",
"1781523049.681","1.058","0.151","0.907",,,,,,
"1781523049.686",,,,"6.573112487792969",,,,,
"1781523049.692",,,,,"7.006623","4.894511",,,
"1781523049.694",,,,,,,"-0.573112","6.51882",
"1781523049.727","1.059","0.153","0.906",,,,,,
"1781523049.733",,,,"6.69112491607666",,,,,
"1781523049.739",,,,,"6.921569","4.894511","-0.691125",,
"1781523049.741",,,,,,,,"6.612452",
"1781523049.775","1.058","0.152","0.906",,,,,,
"1781523049.78",,,,"6.6359639167785645",,,,,
"1781523049.786",,,,,"6.960526","4.894511",,,
"1781523049.788",,,,,,,"-0.635964","6.569233",
"1781523049.822","1.059","0.152","0.907",,,,,,
"1781523049.827",,,,"6.626835823059082",,,,,
"1781523049.833",,,,,"6.967105","4.894511","-0.626836",,
"1781523049.835",,,,,,,,"6.561991",
"1781523049.869","1.059","0.153","0.906",,,,,,
"1781523049.874",,,,"6.69112491607666",,,,,
"1781523049.88",,,,,"6.921569","4.894511","-0.691125",,
"1781523049.882",,,,,,,,"6.612452",
"1781523049.916","1.059","0.153","0.906",,,,,,
"1781523049.921",,,,"6.69112491607666",,,,,
"1781523049.927",,,,,"6.921569","4.894511",,,
"1781523049.929",,,,,,,"-0.691125","6.612452",
"1781523049.963","1.058","0.152","0.906",,,,,,
"1781523049.968",,,,"6.6359639167785645",,,,,
"1781523049.974",,,,,"6.960526","4.894511",,,
"1781523049.976",,,,,,,"-0.635964","6.569233",
"1781523050.01","1.059","0.152","0.907",,,,,,
"1781523050.015",,,,"6.626835823059082",,,,,
"1781523050.021",,,,,"6.967105","4.894511",,,
"1781523050.023",,,,,,,"-0.626836","6.561991",
"1781523050.057","1.058","0.153","0.905",,,,,,
"1781523050.062",,,,"6.7005743980407715",,,,,
"1781523050.068",,,,,"6.915032","4.894511","-0.700574",,
"1781523050.07",,,,,,,,"6.619759",
"1781523050.103","1.058",,,,,,,,
"1781523050.104",,"0.153","0.905",,,,,,
"1781523050.109",,,,"6.7005743980407715",,,,,
"1781523050.115",,,,,"6.915032","4.894511",,,
"1781523050.117",,,,,,,"-0.700574","6.619759",
"1781523050.151","1.059","0.153","0.906",,,,,,
"1781523050.156",,,,"6.69112491607666",,,,,
"1781523050.162",,,,,"6.921569","4.894511",,,
"1781523050.164",,,,,,,"-0.691125","6.612452",
"1781523050.198","1.058","0.153","0.905",,,,,,
"1781523050.203",,,,"6.7005743980407715",,,,,
"1781523050.209",,,,,"6.915032","4.894511","-0.700574",,
"1781523050.211",,,,,,,,"6.619759",
"1781523050.245","1.058","0.152","0.906",,,,,,
"1781523050.25",,,,"6.6359639167785645",,,,,
"1781523050.255",,,,,"6.960526","4.894511",,,
"1781523050.258",,,,,,,"-0.635964","6.569233",
"1781523050.292","1.058","0.153","0.905",,,,,,
"1781523050.297",,,,"6.7005743980407715",,,,,
"1781523050.303",,,,,"6.915032","4.894511","-0.700574",,
"1781523050.305",,,,,,,,"6.619759",
"1781523050.339","1.059","0.152","0.907",,,,,,
"1781523050.344",,,,"6.626835823059082",,,,,
"1781523050.35",,,,,"6.967105","4.894511","-0.626836",,
"1781523050.352",,,,,,,,"6.561991",
"1781523050.385","1.058",,,,,,,,
"1781523050.386",,"0.153","0.905",,,,,,
"1781523050.391",,,,"6.7005743980407715",,,,,
"1781523050.396",,,,,"6.915032",,,,
"1781523050.397",,,,,,"4.894511",,,
"1781523050.399",,,,,,,"-0.700574","6.619759",
"1781523050.432","1.059","0.152","0.907",,,,,,
"1781523050.438",,,,"6.626835823059082",,,,,
"1781523050.443",,,,,"6.967105","4.894511",,,
"1781523050.445",,,,,,,"-0.626836","6.561991",
"1781523050.479","1.057","0.153","0.904",,,,,,
"1781523050.485",,,,"6.710079193115234",,,,,
"1781523050.49",,,,,"6.908497","4.894511",,,
"1781523050.492",,,,,,,"-0.710079","6.627081",
"1781523050.526","1.057","0.152","0.905",,,,,,
"1781523050.532",,,,"6.645143032073975",,,,,
"1781523050.537",,,,,"6.953948","4.894511","-0.645143",,
"1781523050.539",,,,,,,,"6.576492",
"1781523050.573","1.058","0.153","0.905",,,,,,
"1781523050.579",,,,"6.7005743980407715",,,,,
"1781523050.584",,,,,"6.915032","4.894511",,,
"1781523050.586",,,,,,,"-0.700574",,
"1781523050.587",,,,,,,,"6.619759",
"1781523050.62","1.058","0.152","0.906",,,,,,
"1781523050.626",,,,"6.6359639167785645",,,,,
"1781523050.631",,,,,"6.960526","4.894511","-0.635964",,
"1781523050.633",,,,,,,,"6.569233",
"1781523050.668","1.058","0.153","0.905",,,,,,
"1781523050.673",,,,"6.7005743980407715",,,,,
"1781523050.679",,,,,"6.915032","4.894511","-0.700574",,
"1781523050.681",,,,,,,,"6.619759",
"1781523050.715","1.059","0.153","0.906",,,,,,
"1781523050.72",,,,"6.69112491607666",,,,,
"1781523050.726",,,,,"6.921569","4.894511",,,
"1781523050.728",,,,,,,"-0.691125","6.612452",
"1781523050.762","1.057","0.153","0.904",,,,,,
"1781523050.767",,,,"6.710079193115234",,,,,
"1781523050.772",,,,,"6.908497","4.894511",,,
"1781523050.774",,,,,,,"-0.710079",,
"1781523050.775",,,,,,,,"6.627081",
"1781523050.809","1.059","0.152","0.907",,,,,,
"1781523050.814",,,,"6.626835823059082",,,,,
"1781523050.82",,,,,"6.967105","4.894511","-0.626836",,
"1781523050.822",,,,,,,,"6.561991",
"1781523050.856","1.058","0.153","0.905",,,,,,
"1781523050.862",,,,"6.7005743980407715",,,,,
"1781523050.867",,,,,"6.915032","4.894511",,,
"1781523050.868",,,,,,,"-0.700574",,
"1781523050.869",,,,,,,,"6.619759",
"1781523050.903","1.058","0.154","0.904",,,,,,
"1781523050.908",,,,"6.767059326171875",,,,,
"1781523050.914",,,,,"6.87013","4.894511","-0.767059",,
"1781523050.916",,,,,,,,"6.670396",
"1781523050.95","1.059","0.153","0.906",,,,,,
"1781523050.955",,,,"6.69112491607666",,,,,
"1781523050.961",,,,,"6.921569","4.894511",,,
"1781523050.963",,,,,,,"-0.691125","6.612452",
"1781523050.997","1.059","0.153","0.906",,,,,,
"1781523051.002",,,,"6.69112491607666",,,,,
"1781523051.008",,,,,"6.921569","4.894511","-0.691125",,
"1781523051.01",,,,,,,,"6.612452",
"1781523051.043","1.058",,,,,,,,
"1781523051.044",,"0.152","0.906",,,,,,
"1781523051.049",,,,"6.6359639167785645",,,,,
"1781523051.055",,,,,"6.960526","4.894511",,,
"1781523051.057",,,,,,,"-0.635964","6.569233",
"1781523051.091","1.057","0.153","0.904",,,,,,
"1781523051.096",,,,"6.710079193115234",,,,,
"1781523051.102",,,,,"6.908497","4.894511",,,
"1781523051.104",,,,,,,"-0.710079","6.627081",
"1781523051.138","1.058","0.153","0.905",,,,,,
"1781523051.143",,,,"6.7005743980407715",,,,,
"1781523051.149",,,,,"6.915032","4.894511","-0.700574",,
"1781523051.151",,,,,,,,"6.619759",
"1781523051.185","1.059","0.153","0.906",,,,,,
"1781523051.19",,,,"6.69112491607666",,,,,
"1781523051.196",,,,,"6.921569","4.894511","-0.691125",,
"1781523051.198",,,,,,,,"6.612452",
"1781523051.232","1.059","0.152","0.907",,,,,,
"1781523051.237",,,,"6.626835823059082",,,,,
"1781523051.243",,,,,"6.967105","4.894511",,,
"1781523051.245",,,,,,,"-0.626836","6.561991",
"1781523051.279","1.058","0.152","0.906",,,,,,
"1781523051.284",,,,"6.6359639167785645",,,,,
"1781523051.29",,,,,"6.960526","4.894511","-0.635964",,
"1781523051.292",,,,,,,,"6.569233",
"1781523051.326","1.059","0.153","0.906",,,,,,
"1781523051.332",,,,"6.69112491607666",,,,,
"1781523051.337",,,,,"6.921569","4.894511","-0.691125",,
"1781523051.339",,,,,,,,"6.612452",
"1781523051.372","1.059","0.153","0.906",,,,,,
"1781523051.378",,,,"6.69112491607666",,,,,
"1781523051.383",,,,,"6.921569","4.894511","-0.691125",,
"1781523051.385",,,,,,,,"6.612452",
"1781523051.42","1.058","0.152","0.906",,,,,,
"1781523051.425",,,,"6.6359639167785645",,,,,
"1781523051.431",,,,,"6.960526","4.894511","-0.635964",,
"1781523051.433",,,,,,,,"6.569233",
"1781523051.467","1.058","0.152","0.906",,,,,,
"1781523051.472",,,,"6.6359639167785645",,,,,
"1781523051.477",,,,,"6.960526","4.894511",,,
"1781523051.48",,,,,,,"-0.635964","6.569233",
"1781523051.514","1.059","0.152","0.907",,,,,,
"1781523051.519",,,,"6.626835823059082",,,,,
"1781523051.525",,,,,"6.967105","4.894511","-0.626836",,
"1781523051.527",,,,,,,,"6.561991",
"1781523051.56","1.058",,,,,,,,
"1781523051.561",,"0.152","0.906",,,,,,
"1781523051.566",,,,"6.6359639167785645",,,,,
"1781523051.572",,,,,"6.960526","4.894511","-0.635964",,
"1781523051.574",,,,,,,,"6.569233",
"1781523051.608","1.059","0.154","0.905",,,,,,
"1781523051.613",,,,"6.757269382476807",,,,,
